reference,aims_ancestry,aims_heterozygosity,tarsus.length,weight,tail.length,wing.cord,kipps,distal,carpal,p7,p8,p9,p10,bodyCondition,releaseDay,fall_detectDay1,fall_bearing1,range_norm_tarsus.length,range_norm_weight,range_norm_tail.length,range_norm_wing.cord,range_norm_kipps,range_norm_distal,range_norm_carpal,range_norm_p7,range_norm_p8,range_norm_p9,range_norm_p10,range_norm_releaseDay,range_norm_fall_detectDay1,range_norm_fall_bearing1,range_norm_bodyCondition,t5_spring40
EH28H32,0.2395906845,0.3860268172,28.4,29.6,69,98,30.7,62.6,67,81,80,76,16,1.042253521,239,257,115.4441427,0.5806451613,0.4770114943,0.4705882353,0.5882352941,0.6090909091,0.7253521127,0.6363636364,0.7857142857,0.7692307692,0.7777777778,0.5,0.4782608696,0.425,0.3160691026,0.400389501,0
EH28H33,0.1990707648,0.3238027162,26.9,30.2,68,91,28.7,57,64,75,74,69,15,1.12267658,239,257,113.3367831,0.3387096774,0.5114942529,0.4117647059,0.1764705882,0.4272727273,0.3309859155,0.3636363636,0.3571428571,0.3076923077,0.3888888889,0.375,0.4782608696,0.425,0.3012355652,0.5371597431,1
EH28H34,0.5173144876,0.228975265,26.3,28.4,66,91,28.5,56.8,63,73,72,68,13,1.079847909,239,259,84.1399332,0.2419354839,0.408045977,0.2941176471,0.1764705882,0.4090909091,0.3169014085,0.2727272727,0.2142857143,0.1538461538,0.3333333333,0.125,0.4782608696,0.475,0.09572124827,0.46432382,1
EH29H01,0.3793352601,0.4869942197,28.3,29.3,68,96,32.6,59.1,64,75,75,71,16,1.035335689,240,257,179.856459,0.564516129,0.4597701149,0.4117647059,0.4705882353,0.7818181818,0.4788732394,0.3636363636,0.3571428571,0.3846153846,0.5,0.5,0.5217391304,0.425,0.7694623018,0.3886247959,0
EH29H02,0.06128334535,0.09372746936,26.7,31.6,65,93,31,58.1,62,75,75,71,16,1.183520599,240,257,114.4689255,0.3064516129,0.591954023,0.2352941176,0.2941176471,0.6363636364,0.4084507042,0.1818181818,0.3571428571,0.3846153846,0.5,0.5,0.5217391304,0.425,0.3092046257,0.640633192,1
EH29H03,0.3060070671,0.3745583039,28.3,29.8,69,90,25.4,57,66,75,74,70,16,1.053003534,240,257,130.8885936,0.564516129,0.4885057471,0.4705882353,0.1176470588,0.1272727273,0.3309859155,0.5454545455,0.3571428571,0.3076923077,0.4444444444,0.5,0.5217391304,0.425,0.4247813711,0.4186713448,0
EH29H04,0.2959183673,0.4412385644,27,28.7,67,92,29,56.8,64,74,73,68,15,1.062962963,240,NA,NA,0.3548387097,0.4252873563,0.3529411765,0.2352941176,0.4545454545,0.3169014085,0.3636363636,0.2857142857,0.2307692308,0.3333333333,0.375,0.5217391304,NA,NA,0.4356086958,1
EH29H05,0.7334017796,0.4387405886,25.4,29.2,64,90,27.5,53.8,63,70,70,66,15,1.149606299,240,250,193.5552107,0.09677419355,0.4540229885,0.1764705882,0.1176470588,0.3181818182,0.1056338028,0.2727272727,0,0,0.2222222222,0.375,0.5217391304,0.25,0.8658867312,0.5829573575,0
EH29H06,0.08025568182,0.1164772727,28.1,29.5,67,96,30.4,57.7,66,78,76,72,16,1.049822064,240,NA,NA,0.5322580645,0.4712643678,0.3529411765,0.4705882353,0.5818181818,0.3802816901,0.5454545455,0.5714285714,0.4615384615,0.5555555556,0.5,0.5217391304,NA,NA,0.4132608275,1
EH29H07,0.1507042254,0.1830985915,28.9,34.1,69,96,30.6,61.6,66,78,78,75,14,1.179930796,240,251,130.8885936,0.6612903226,0.7356321839,0.4705882353,0.4705882353,0.6,0.6549295775,0.5454545455,0.5714285714,0.6153846154,0.7222222222,0.25,0.5217391304,0.275,0.4247813711,0.6345282478,1
EH29H08,0.7833217027,0.3524075366,28.5,NA,71,93,28.5,57.5,65,75,75,69,16,NA,240,252,189.3982671,0.5967741935,NA,0.5882352941,0.2941176471,0.4090909091,0.3661971831,0.4545454545,0.3571428571,0.3846153846,0.3888888889,0.5,0.5217391304,0.3,0.8366263343,NA,0
EH29H09,0.09799713877,0.1416309013,25.9,27,69,91,29.9,58.9,66,77,75,71,15,1.042471042,240,257,84.1399332,0.1774193548,0.3275862069,0.4705882353,0.1764705882,0.5363636364,0.4647887324,0.5454545455,0.5,0.3846153846,0.5,0.375,0.5217391304,0.425,0.09572124827,0.4007594253,1
EH29H10,0.1850421348,0.2759831461,27.2,28.5,68,92,28,58.9,65,76,75,70,15,1.047794118,240,NA,NA,0.3870967742,0.4137931034,0.4117647059,0.2352941176,0.3636363636,0.4647887324,0.4545454545,0.4285714286,0.3846153846,0.4444444444,0.375,0.5217391304,NA,NA,0.4098120315,0
EH29H11,0.5234549516,0.8145941921,27.7,29.5,69,97,30.5,60.8,68,78,77,73,14,1.064981949,240,262,149.4931186,0.4677419355,0.4712643678,0.4705882353,0.5294117647,0.5909090909,0.5985915493,0.7272727273,0.5714285714,0.5384615385,0.6111111111,0.25,0.5217391304,0.55,0.5557371506,0.4390422542,1
EH29H12,0.3229531141,0.4611616515,28.6,30.6,72,96,28.4,61.9,67,78,78,75,15,1.06993007,240,255,113.3367831,0.6129032258,0.5344827586,0.6470588235,0.4705882353,0.4,0.676056338,0.6363636364,0.5714285714,0.6153846154,0.7222222222,0.375,0.5217391304,0.375,0.3012355652,0.4474571994,0
EH29H13,0.4355955679,0.4210526316,28.4,29.6,71,96,29.6,60,67,77,76,72,15,1.042253521,240,251,179.856459,0.5806451613,0.4770114943,0.5882352941,0.4705882353,0.5090909091,0.5422535211,0.6363636364,0.5,0.4615384615,0.5555555556,0.375,0.5217391304,0.275,0.7694623018,0.400389501,0
EH29H14,0.2919014085,0.2669014085,27.4,27.5,68,93,29.8,54.3,64,74,73,70,17,1.003649635,240,NA,NA,0.4193548387,0.3563218391,0.4117647059,0.2941176471,0.5272727273,0.1408450704,0.3636363636,0.2857142857,0.2307692308,0.4444444444,0.625,0.5217391304,NA,NA,0.3347383938,0
EH29H15,0.09045584046,0.1239316239,28.7,34.9,69,99,32,58.3,68,80,79,75,19,1.216027875,240,NA,NA,0.6290322581,0.7816091954,0.4705882353,0.6470588235,0.7272727273,0.4225352113,0.7272727273,0.7142857143,0.6923076923,0.7222222222,0.875,0.5217391304,NA,NA,0.6959161914,1
EH29H16,0.09957020057,0.1575931232,27.7,29.6,68,95,30.6,56.9,64,77,76,71,18,1.068592058,240,262,70.54108052,0.4677419355,0.4770114943,0.4117647059,0.4117647059,0.6,0.323943662,0.3636363636,0.5,0.4615384615,0.5,0.75,0.5217391304,0.55,0,0.4451817296,0
EH29H17,0.09577677225,0.1221719457,27.5,25.2,63,89,27.7,55,62,72,72,67,14,0.9163636364,240,262,193.5552107,0.435483871,0.224137931,0.1176470588,0.05882352941,0.3363636364,0.1901408451,0.1818181818,0.1428571429,0.1538461538,0.2777777778,0.25,0.5217391304,0.55,0.8658867312,0.1862967981,0
EH29H18,0.2757731959,0.5,30.3,31.6,69,95,31.5,57.9,65,75,75,71,16,1.04290429,240,261,189.3982671,0.8870967742,0.591954023,0.4705882353,0.4117647059,0.6818181818,0.3943661972,0.4545454545,0.3571428571,0.3846153846,0.5,0.5,0.5217391304,0.525,0.8366263343,0.4014962218,0
EH29H19,0.2159763314,0.2692307692,27.4,29.9,70,97,31.9,61.7,67,78,78,74,15,1.091240876,240,NA,NA,0.4193548387,0.4942528736,0.5294117647,0.5294117647,0.7181818182,0.661971831,0.6363636364,0.5714285714,0.6153846154,0.6666666667,0.375,0.5217391304,NA,NA,0.483699095,0
EH29H20,0.3701201201,0.6771771772,26.6,28.7,69,95,30.9,59.3,65,76,75,70,15,1.078947368,240,255,189.3982671,0.2903225806,0.4252873563,0.4705882353,0.4117647059,0.6272727273,0.4929577465,0.4545454545,0.4285714286,0.3846153846,0.4444444444,0.375,0.5217391304,0.375,0.8366263343,0.4627923299,1
EH29H22,0.1342257598,0.1714905933,28.6,36.7,73,99,27.8,59.4,69,79,78,73,16,1.283216783,240,273,137.9838,0.6129032258,0.8850574713,0.7058823529,0.6470588235,0.3454545455,0.5,0.8181818182,0.6428571429,0.6153846154,0.6111111111,0.5,0.5217391304,0.825,0.4747239672,0.810179979,1
EH29H23,0.8227459016,0.2397540984,28.7,31.3,70,98,30,58.3,68,77,77,74,17,1.090592334,240,251,193.5552107,0.6290322581,0.5747126437,0.5294117647,0.5882352941,0.5454545455,0.4225352113,0.7272727273,0.5,0.5384615385,0.6666666667,0.625,0.5217391304,0.275,0.8658867312,0.4825961629,1
EH29H24,0.1108374384,0.1738212526,27.6,29.4,71,97,31,63.9,67,79,78,73,13,1.065217391,240,257,137.9838,0.4516129032,0.4655172414,0.5882352941,0.5294117647,0.6363636364,0.8169014085,0.6363636364,0.6428571429,0.6153846154,0.6111111111,0.125,0.5217391304,0.425,0.4747239672,0.4394426548,0
EH29H25,0.1057553957,0.1510791367,26.4,21.3,65,90,NA,56.9,61,70,70,62,14,0.8068181818,240,257,124.6896071,0.2580645161,0,0.2352941176,0.1176470588,NA,0.323943662,0.09090909091,0,0,0,0.25,0.5217391304,0.425,0.3811471954,0,1
EH29H26,0.1519434629,0.2035335689,27.7,30.5,69,96,31,59.6,67,76,75,71,16,1.101083032,240,252,137.9838,0.4677419355,0.5287356322,0.4705882353,0.4705882353,0.6363636364,0.514084507,0.6363636364,0.4285714286,0.3846153846,0.5,0.5,0.5217391304,0.3,0.4747239672,0.5004370077,0
EH29H27,0.2944483486,0.3851018974,28.4,30.3,74,101,33,61.8,70,81,82,78,19,1.066901408,240,257,137.9838,0.5806451613,0.5172413793,0.7647058824,0.7647058824,0.8181818182,0.6690140845,0.9090909091,0.7857142857,0.9230769231,0.8888888889,0.875,0.5217391304,0.425,0.4747239672,0.4423065527,0
EH29H28,0.3972318339,0.5356401384,28.4,33,65,94,29.5,57.2,65,75,72,69,15,1.161971831,240,257,113.3367831,0.5806451613,0.6724137931,0.2352941176,0.3529411765,0.5,0.3450704225,0.4545454545,0.3571428571,0.1538461538,0.3888888889,0.375,0.5217391304,0.425,0.3012355652,0.6039866095,0
EH30H01,0.9323410014,0.1231393775,27.4,29.7,68,94,27.5,57.2,66,76,72,71,15,1.083941606,241,250,176.960023,0.4193548387,0.4827586207,0.4117647059,0.3529411765,0.3181818182,0.3450704225,0.5454545455,0.4285714286,0.1538461538,0.5,0.375,0.5652173913,0.25,0.7490745178,0.4712857032,0
EH30H02,0.1307583274,0.2048192771,28.3,31.5,69,99,32,60.9,67,79,77,75,16,1.113074205,241,262,161.5504186,0.564516129,0.5862068966,0.4705882353,0.6470588235,0.7272727273,0.6056338028,0.6363636364,0.6428571429,0.5384615385,0.7222222222,0.5,0.5652173913,0.55,0.6406075312,0.5208296113,1
EH30H03,0.1456489676,0.2160766962,28.3,32.6,69,97,29.3,63.3,67,78,78,74,14,1.151943463,241,257,149.4931186,0.564516129,0.6494252874,0.4705882353,0.5294117647,0.4818181818,0.7746478873,0.6363636364,0.5714285714,0.6153846154,0.6666666667,0.25,0.5652173913,0.425,0.5557371506,0.5869320191,0
EH30H04,0.3364845938,0.4908963585,27.6,28.6,70,98,31.7,63.4,68,79,79,75,16,1.036231884,241,NA,NA,0.4516129032,0.4195402299,0.5294117647,0.5882352941,0.7,0.7816901408,0.7272727273,0.6428571429,0.6923076923,0.7222222222,0.5,0.5652173913,NA,NA,0.3901488962,0
EH30H05,0.3259337562,0.5137420719,28.3,29.1,70,96,28.3,63.4,67,79,78,74,14,1.028268551,241,256,137.9838,0.564516129,0.4482758621,0.5294117647,0.4705882353,0.3909090909,0.7816901408,0.6363636364,0.6428571429,0.6153846154,0.6666666667,0.25,0.5652173913,0.4,0.4747239672,0.3766061763,0
EH30H06,0.3878472222,0.3006944444,28.2,30,72,95,25.7,61.3,71,78,77,74,15,1.063829787,241,265,189.3982671,0.5483870968,0.5,0.6470588235,0.4117647059,0.1545454545,0.6338028169,1,0.5714285714,0.5384615385,0.6666666667,0.375,0.5652173913,0.625,0.8366263343,0.4370828472,0
EH30H07,0.03571428571,0.0612244898,29.9,29.3,72,100,32,62.6,69,82,82,76,17,0.9799331104,241,NA,NA,0.8225806452,0.4597701149,0.6470588235,0.7058823529,0.7272727273,0.7253521127,0.8181818182,0.8571428571,0.9230769231,0.7777777778,0.625,0.5652173913,NA,NA,0.2944052497,1
EH30H08,0.1301564723,0.1564722617,28.5,30.2,69,98,30,60.5,68,79,77,72,14,1.059649123,241,255,176.960023,0.5967741935,0.5114942529,0.4705882353,0.5882352941,0.5454545455,0.5774647887,0.7272727273,0.6428571429,0.5384615385,0.5555555556,0.25,0.5652173913,0.375,0.7490745178,0.4299730643,0
EH30H10,0.6824817518,0.4481751825,29.4,28.8,72,94,27.4,58.4,69,78,77,73,16,0.9795918367,241,262,174.4921726,0.7419354839,0.4310344828,0.6470588235,0.3529411765,0.3090909091,0.4295774648,0.8181818182,0.5714285714,0.5384615385,0.6111111111,0.5,0.5652173913,0.55,0.7317035141,0.2938248679,0
EH30H11,0.5854545455,0.5789090909,27.5,28.2,67,91,28.7,57.2,65,75,73,69,15,1.025454545,241,253,187.1201481,0.435483871,0.3965517241,0.3529411765,0.1764705882,0.4272727273,0.3450704225,0.4545454545,0.3571428571,0.2307692308,0.3888888889,0.375,0.5652173913,0.325,0.8205908348,0.3718205805,0
EH30H12,0.2182741117,0.3553299492,28.5,24.8,69,95,29.5,61.9,67,77,77,73,15,0.8701754386,241,257,124.6896071,0.5967741935,0.2011494253,0.4705882353,0.4117647059,0.5,0.676056338,0.6363636364,0.5,0.5384615385,0.6111111111,0.375,0.5652173913,0.425,0.3811471954,0.1077475476,1
EH30H13,0.8412863071,0.2883817427,NA,29.5,69,93,26.7,57.1,67,76,74,71,16,NA,241,NA,NA,NA,0.4712643678,0.4705882353,0.2941176471,0.2454545455,0.338028169,0.6363636364,0.4285714286,0.3076923077,0.5,0.5,0.5652173913,NA,NA,NA,0
EH30H14,0.2025270758,0.3371841155,28.4,31,68,95,30.5,59.4,65,77,77,74,16,1.091549296,241,255,193.5552107,0.5806451613,0.5574712644,0.4117647059,0.4117647059,0.5909090909,0.5,0.4545454545,0.5,0.5384615385,0.6666666667,0.5,0.5652173913,0.375,0.8658867312,0.4842236045,1
EH30H15,0.08537463977,0.1217579251,27.7,28.2,68,93,28.8,60.1,66,78,77,74,16,1.018050542,241,NA,NA,0.4677419355,0.3965517241,0.4117647059,0.2941176471,0.4363636364,0.5492957746,0.5454545455,0.5714285714,0.5384615385,0.6666666667,0.5,0.5652173913,NA,NA,0.3592290747,0
EH30H17,0.1464611072,0.2116327961,28.1,33.4,68,97,31.1,59.7,66,79,79,74,18,1.1886121,241,257,179.856459,0.5322580645,0.6954022989,0.4117647059,0.5294117647,0.6454545455,0.5211267606,0.5454545455,0.6428571429,0.6923076923,0.6666666667,0.75,0.5652173913,0.425,0.7694623018,0.6492919741,0
EH30H18,0.1462728551,0.2250351617,27.4,30.9,71,94,27,62.6,68,79,77,73,14,1.127737226,241,251,149.4931186,0.4193548387,0.5517241379,0.5882352941,0.3529411765,0.2727272727,0.7253521127,0.7272727273,0.6428571429,0.5384615385,0.6111111111,0.25,0.5652173913,0.275,0.5557371506,0.5457660538,0
EH30H19,0.1194029851,0.1719971571,28.4,33,70,95,26.6,61.2,69,80,79,74,16,1.161971831,241,258,137.9838,0.5806451613,0.6724137931,0.5294117647,0.4117647059,0.2363636364,0.6267605634,0.8181818182,0.7142857143,0.6923076923,0.6666666667,0.5,0.5652173913,0.45,0.4747239672,0.6039866095,0
EH30H20,0.7356948229,0.3242506812,28.9,29.2,72,93,26.5,57.9,66,75,74,71,16,1.010380623,241,257,161.5504186,0.6612903226,0.4540229885,0.6470588235,0.2941176471,0.2272727273,0.3943661972,0.5454545455,0.3571428571,0.3076923077,0.5,0.5,0.5652173913,0.425,0.6406075312,0.346185345,0
EH30H21,0.2545710267,0.3192686357,29,28.9,68,96,30.3,58.4,66,76,76,72,16,0.9965517241,241,252,124.6896071,0.6774193548,0.4367816092,0.4117647059,0.4705882353,0.5727272727,0.4295774648,0.5454545455,0.4285714286,0.4615384615,0.5555555556,0.5,0.5652173913,0.3,0.3811471954,0.3226674404,0
EH30H22,0.3932905068,0.5438972163,28.3,29.5,68,96,32.1,59.4,65,75,76,72,15,1.042402827,241,265,137.9838,0.564516129,0.4712643678,0.4117647059,0.4705882353,0.7363636364,0.5,0.4545454545,0.3571428571,0.4615384615,0.5555555556,0.375,0.5652173913,0.625,0.4747239672,0.4006434154,0
EH30H24,0.1150317572,0.1764290755,28.9,32.8,70,99,32.4,58.7,67,77,77,75,18,1.134948097,241,NA,NA,0.6612903226,0.6609195402,0.5294117647,0.6470588235,0.7636363636,0.4507042254,0.6363636364,0.5,0.5384615385,0.7222222222,0.75,0.5652173913,NA,NA,0.5580291104,0
EH31H01,0.2098245614,0.1936842105,26.7,28.4,66,93,30,56.6,65,74,73,69,16,1.063670412,242,257,84.1399332,0.3064516129,0.408045977,0.2941176471,0.2941176471,0.5454545455,0.3028169014,0.4545454545,0.2857142857,0.2307692308,0.3888888889,0.5,0.6086956522,0.425,0.09572124827,0.4368118081,1
EH31H02,0.1503521127,0.1809859155,26.8,29,68,97,31.9,62.3,66,78,79,76,15,1.082089552,242,264,137.9838,0.3225806452,0.4425287356,0.4117647059,0.5294117647,0.7181818182,0.7042253521,0.5454545455,0.5714285714,0.6923076923,0.7777777778,0.375,0.6086956522,0.6,0.4747239672,0.4681360366,0
EH31H03,0.2517241379,0.3710344828,28,30.3,68,94,27.8,59.1,68,76,76,71,14,1.082142857,242,273,137.9838,0.5161290323,0.5172413793,0.4117647059,0.3529411765,0.3454545455,0.4788732394,0.7272727273,0.4285714286,0.4615384615,0.5,0.25,0.6086956522,0.825,0.4747239672,0.4682266888,0
EH31H07,0.111977321,0.1105598866,28.8,28,66,95,28.3,59.3,66,79,76,72,16,0.9722222222,242,276,137.9838,0.6451612903,0.3850574713,0.2941176471,0.4117647059,0.3909090909,0.4929577465,0.5454545455,0.6428571429,0.4615384615,0.5555555556,0.5,0.6086956522,0.9,0.4747239672,0.2812918459,0
EH31H08,0.2889747191,0.4122191011,26.7,29.6,69,93,28.4,60.8,69,76,76,70,14,1.108614232,242,257,120.5847585,0.3064516129,0.4770114943,0.4705882353,0.2941176471,0.4,0.5985915493,0.8181818182,0.4285714286,0.4615384615,0.4444444444,0.25,0.6086956522,0.425,0.3522534907,0.5132448271,1
EH31H09,0.2328216374,0.389619883,28.2,28.9,69,94,29,57.8,69,76,74,72,16,1.024822695,242,257,161.5504186,0.5483870968,0.4367816092,0.4705882353,0.3529411765,0.4545454545,0.3873239437,0.8181818182,0.4285714286,0.3076923077,0.5555555556,0.5,0.6086956522,0.425,0.6406075312,0.3707460337,0
