"StoreID","Utility_Socio","Utility_Traffic","Distance"
"ATTITUDE DANCE BOUTIQUE",98.6738400595704,105.74769704603,0.0801873442885422
"ATTITUDE DANCE BOUTIQUE",102.649561451281,104.337895344534,0.0137372716621591
"ATTITUDE DANCE BOUTIQUE",100.712960785511,102.858484611749,0.055118789772269
"ATTITUDE DANCE BOUTIQUE",101.142968235195,103.626994924138,0.0137372716621591
"ATTITUDE DANCE BOUTIQUE",103.370449442693,104.958108701412,0.0194787746793792
"ATTITUDE DANCE BOUTIQUE",102.631332242724,102.778735463488,0.0194787746793792
"ATTITUDE DANCE BOUTIQUE",107.107219240837,104.229830017392,0.0168197471731886
"ATTITUDE DANCE BOUTIQUE",105.990219071731,103.319738747263,0.0168197471731886
"ATTITUDE DANCE BOUTIQUE",106.53860014371,103.915042442321,0.0168197471731886
"ATTITUDE DANCE BOUTIQUE",97.5451718619055,103.806557585349,0.0992805688817254
"ATTITUDE DANCE BOUTIQUE",94.7216825523705,101.221084558,0.0992805688817254
"ATTITUDE DANCE BOUTIQUE",95.6300743869643,102.952193351989,0.0992805688817254
"ATTITUDE DANCE BOUTIQUE",104.314312948779,103.159959277298,0
"ATTITUDE DANCE BOUTIQUE",104.346986013492,103.854507752966,0
"ATTITUDE DANCE BOUTIQUE",102.077585105506,103.266588046094,0.0149752407676738
"ATTITUDE DANCE BOUTIQUE",103.309204707017,104.096372507812,0.0149752407676738
"ATTITUDE DANCE BOUTIQUE",102.464140466895,104.472504299436,0.0137372716621591
"ATTITUDE DANCE BOUTIQUE",102.109203838767,104.128617672044,0.0310931253181454
"ATTITUDE DANCE BOUTIQUE",102.678844154341,102.775142949075,0.0310931253181454
"ATTITUDE DANCE BOUTIQUE",101.992124724277,102.961312664572,0.0107400077104263
"ATTITUDE DANCE BOUTIQUE",102.009881834099,102.637670928237,0.0137372716621591
"ATTITUDE DANCE BOUTIQUE",103.123642417907,101.980914388423,0.0194787746793792
"ATTITUDE DANCE BOUTIQUE",99.8213664353572,103.888336103146,0.0801873442885422
"ATTITUDE DANCE BOUTIQUE",108.560133841666,103.458552097918,0.0168197471731886
"ATTITUDE DANCE BOUTIQUE",105.614980869106,102.808062148428,0.0168197471731886
"ATTITUDE DANCE BOUTIQUE",106.752252237217,103.444931595442,0.0168197471731886
"ATTITUDE DANCE BOUTIQUE",102.324562554609,104.495492577933,0
"ATTITUDE DANCE BOUTIQUE",102.751555109202,102.861632365523,0.0107400077104263
"ATTITUDE DANCE BOUTIQUE",102.891541416011,103.594817329978,0.0194787746793792
"ATTITUDE DANCE BOUTIQUE",102.512484824051,104.608152892722,0.0423118286044175
"ATTITUDE DANCE BOUTIQUE",100.148846110277,102.742307018668,0.0801873442885422
"ATTITUDE DANCE BOUTIQUE",99.0681006358114,101.614204676288,0.0801873442885422
"ATTITUDE DANCE BOUTIQUE",99.6188813648971,103.440192159128,0.0435928795884146
"ATTITUDE DANCE BOUTIQUE",101.67535147099,103.9648605948,0.0310931253181454
"ATTITUDE DANCE BOUTIQUE",100.405230374845,104.180908238709,0.0801873442885422
"ATTITUDE DANCE BOUTIQUE",102.608494002809,102.917493392289,0.0137372716621591
"ATTITUDE DANCE BOUTIQUE",103.899157253312,103.215359483926,0.0137372716621591
"ATTITUDE DANCE BOUTIQUE",101.668222471903,105.33947946316,0.0204911388312139
"ATTITUDE DANCE BOUTIQUE",103.64336016614,102.630451733761,0.0270833787125993
"ATTITUDE DANCE BOUTIQUE",101.411682692495,103.920655698802,0
"ATTITUDE DANCE BOUTIQUE",106.345521380059,103.323342304813,0.0168197471731886
"ATTITUDE DANCE BOUTIQUE",102.837540877717,103.429193974062,0.0204911388312139
"ATTITUDE DANCE BOUTIQUE",104.400993953479,104.940024294007,0.02729505660335
"ATTITUDE DANCE BOUTIQUE",103.035467986447,104.043177262528,0.0270833787125993
"ATTITUDE DANCE BOUTIQUE",102.400428039291,104.090199137475,0
"ATTITUDE DANCE BOUTIQUE",103.962926516567,104.778195491725,0.0295437656435343
"ATTITUDE DANCE BOUTIQUE",97.7660669187693,103.20678172761,0.0474485979153226
"ATTITUDE DANCE BOUTIQUE",101.339933311273,104.957793317775,0.0196097200247629
"ATTITUDE DANCE BOUTIQUE",103.772760122494,103.434211278391,0
"ATTITUDE DANCE BOUTIQUE",102.119518420354,102.792156089101,0.0310931253181454
"ATTITUDE DANCE BOUTIQUE",103.607474680487,105.299601620866,0.0196097200247629
"ATTITUDE DANCE BOUTIQUE",103.45642894843,103.344738757132,0.0137372716621591
"ATTITUDE DANCE BOUTIQUE",102.29380239848,102.889748565442,0.0107400077104263
"ATTITUDE DANCE BOUTIQUE",99.4721189659874,105.734716802157,0.0844108190947081
"ATTITUDE DANCE BOUTIQUE",104.040604792566,103.56915545761,0
"ATTITUDE DANCE BOUTIQUE",100.285739313964,103.956782441832,0.0196097200247629
"ATTITUDE DANCE BOUTIQUE",100.443095283416,104.855428022556,0.0295437656435343
"ATTITUDE DANCE BOUTIQUE",100.330023892387,103.402685461464,0.011471474878582
"ATTITUDE DANCE BOUTIQUE",103.81190377426,104.077639414977,0
"BEA'S ALTERATIONS",103.227094529125,102.760862526615,0.0196097200247629
"BEA'S ALTERATIONS",100.475291578284,102.2149534037,0
"BEA'S ALTERATIONS",101.294920772987,100.416826712935,0.020517112897287
"BEA'S ALTERATIONS",107.703212338257,101.483919928637,0.0353058135858551
"BEA'S ALTERATIONS",105.290153593791,100.487942589489,0.0353058135858551
"BEA'S ALTERATIONS",103.770430290874,100.087826570874,0.020517112897287
"BEA'S ALTERATIONS",105.103422912879,101.357175715168,0.0196097200247629
"BEA'S ALTERATIONS",106.958629505822,102.29727525213,0.0353058135858551
"BEA'S ALTERATIONS",99.2850179759711,100.149098714333,0.0384489394897938
"BEA'S ALTERATIONS",102.02263694894,100.929360811773,0.020517112897287
"BEA'S ALTERATIONS",103.657264669267,102.127013373432,0.0196097200247629
"BEA'S ALTERATIONS",106.99469268958,102.272728778379,0.0353058135858551
"BEA'S ALTERATIONS",105.485403544081,100.83652807395,0.0353058135858551
"BEA'S ALTERATIONS",102.807303780578,101.857691344308,0.0504466554927004
"BEA'S ALTERATIONS",102.142624693769,101.882984530055,0.0196097200247629
"BEA'S ALTERATIONS",104.521718852131,100.697252622004,0.0196097200247629
"BEA'S ALTERATIONS",102.219744059162,102.065997555405,0.0325772131208232
"BEA'S ALTERATIONS",103.909128996062,101.676145084661,0.0196097200247629
"BEA'S ALTERATIONS",102.542642132541,101.78181161103,0.010141359344783
"BEA'S ALTERATIONS",104.235711784072,102.271096463573,0.0268006742551336
"BEA'S ALTERATIONS",102.51398788823,100.057994423443,0.0205180532275738
"BEA'S ALTERATIONS",102.953098716948,101.806533499183,0.0205180532275738
"BEA'S ALTERATIONS",101.962314853717,102.064349002878,0.0205180532275738
"BEA'S ALTERATIONS",101.71360643694,101.652653951203,0.020517112897287
"BEA'S ALTERATIONS",101.147543897596,100.720618369993,0.0205180532275738
"BEA'S ALTERATIONS",101.203802390108,101.639131727887,0.0205180532275738
"BEA'S ALTERATIONS",102.571081336303,102.63368427155,0.0205180532275738
"BEA'S ALTERATIONS",103.626611719215,100.934075801893,0.0205180532275738
"BEA'S ALTERATIONS",103.951800153797,101.465470489063,0.0196097200247629
"BEA'S ALTERATIONS",101.800448642094,100.861017724142,0.0196097200247629
"BEA'S ALTERATIONS",103.821271636972,102.601741089847,0.0196097200247629
"BEA'S ALTERATIONS",101.902552007969,102.497793308661,0.0196097200247629
"BEA'S ALTERATIONS",103.78529016469,101.663346307731,0.0196097200247629
"BEA'S ALTERATIONS",103.432410506157,102.087503096406,0.0196097200247629
"BEA'S ALTERATIONS",101.435162429856,101.808619404188,0.0155834261624284
"BEA'S ALTERATIONS",103.142871769167,102.396040545841,0.0268006742551336
"BEA'S ALTERATIONS",102.470100226955,100.906834334851,0.0268006742551336
"BEA'S ALTERATIONS",101.850126864952,104.046672029996,0.0268006742551336
"BEA'S ALTERATIONS",103.694133526035,100.115707815738,0.0268006742551336
"BEA'S ALTERATIONS",103.827345729866,100.53788113861,0.0268006742551336
"BEA'S ALTERATIONS",104.107717982568,101.228564212283,0.0268006742551336
"BEA'S ALTERATIONS",101.821668697908,99.0777473508321,0.0205180532275738
"BEA'S ALTERATIONS",100.614058843585,101.101684595587,0.010141359344783
"BEA'S ALTERATIONS",102.895971921032,101.939403458211,0.0196097200247629
"BEA'S ALTERATIONS",100.788355359386,100.980632815065,0.010141359344783
"BEA'S ALTERATIONS",108.12334185862,101.560028215692,0.0353058135858551
"BEA'S ALTERATIONS",102.377312228677,101.578568380544,0.0315237165933855
"BEA'S ALTERATIONS",101.804592412559,103.363870666516,0.0315237165933855
"BEA'S ALTERATIONS",102.458691978004,102.096585584489,0.020517112897287
"BEA'S ALTERATIONS",103.868799949897,101.375278202004,0.020517112897287
"BEA'S ALTERATIONS",102.083198770447,101.187978929103,0.020517112897287
"BEA'S ALTERATIONS",101.032839685135,102.794283471943,0.020517112897287
"BEA'S ALTERATIONS",103.773959741463,101.592395847634,0.0158160082574628
"BEA'S ALTERATIONS",103.089641459875,101.501110735756,0.0504466554927004
"BEA'S ALTERATIONS",102.137043811376,100.744577171819,0.0268006742551336
"BEA'S ALTERATIONS",101.645564021642,101.677024872503,0.0268006742551336
"BEA'S ALTERATIONS",103.624918364026,102.903584607418,0.0268006742551336
"BEA'S ALTERATIONS",101.797237876049,101.110098353203,0.0268006742551336
"BEA'S ALTERATIONS",101.864646791084,101.63840988943,0.0268006742551336
"BEA'S ALTERATIONS",103.697793870092,101.475258076952,0.0268006742551336
"BEA'S ALTERATIONS",102.253881152966,103.567532097779,0.0268006742551336
"BEA'S ALTERATIONS",103.338521386129,101.487731047766,0.0268006742551336
"BEA'S ALTERATIONS",103.411436015573,100.415454218,0.0268006742551336
"BEA'S ALTERATIONS",103.319376076762,101.692671041861,0.0268006742551336
"BEA'S ALTERATIONS",99.574626427358,101.108678735645,0.0673360406149641
"BEA'S ALTERATIONS",98.5734580738367,101.536922304991,0.0673360406149641
"BEA'S ALTERATIONS",101.03627693297,101.003340644236,0.0268006742551336
"BEA'S ALTERATIONS",100.378359626826,102.248562952973,0.0442505079705327
"BEA'S ALTERATIONS",101.922862682254,101.545958316379,0.0268006742551336
"BEA'S ALTERATIONS",104.484580498457,102.156957377449,0.020517112897287
"BEA'S ALTERATIONS",101.977863172109,103.186894406183,0.020517112897287
"BEA'S ALTERATIONS",106.37543719656,102.376722584481,0.0353058135858551
"BEA'S ALTERATIONS",105.303760237305,103.331047604558,0.0353058135858551
"BEA'S ALTERATIONS",106.369905102544,102.135868414963,0.0353058135858551
"BEA'S ALTERATIONS",96.6036523938985,101.952743585296,0.0820266506962863
"BEA'S ALTERATIONS",97.5533449397385,102.138480638452,0.0820266506962863
"BEA'S ALTERATIONS",97.9502188703828,101.90046337412,0.0820266506962863
"BEA'S ALTERATIONS",103.991229376046,100.704687353507,0.0196097200247629
"BEA'S ALTERATIONS",104.271297666619,102.454552847465,0.0196097200247629
"BEA'S ALTERATIONS",102.005127151454,102.833963658743,0.010141359344783
"BEA'S ALTERATIONS",101.365295326702,102.495716808923,0.010141359344783
"BEA'S ALTERATIONS",103.131180428018,101.647929394057,0.0268006742551336
"BEA'S ALTERATIONS",102.262985409535,100.596572434803,0.0158160082574628
"BEA'S ALTERATIONS",102.83174643822,102.432028946287,0.0158160082574628
"BEA'S ALTERATIONS",102.604400853992,101.823540154745,0.0205180532275738
"BEA'S ALTERATIONS",103.258246892611,102.349497792167,0.0268006742551336
"BEA'S ALTERATIONS",102.91962714876,101.805396021453,0.020517112897287
"BEA'S ALTERATIONS",97.5750014391911,101.744181044821,0.0673360406149641
"BEA'S ALTERATIONS",107.865290370254,102.007554925315,0.0353058135858551
"BEA'S ALTERATIONS",107.262588371317,100.741786738077,0.0353058135858551
"BEA'S ALTERATIONS",107.58711094059,100.828118554633,0.0353058135858551
"BEA'S ALTERATIONS",104.271330256572,102.316343392758,0.0196097200247629
"BEA'S ALTERATIONS",101.590355722126,101.132410282249,0.0205180532275738
"BEA'S ALTERATIONS",100.5957837931,101.641048716551,0.020517112897287
"BEA'S ALTERATIONS",101.514582393602,101.104476146058,0.0315237165933855
"BEA'S ALTERATIONS",98.2448852386169,102.452768381788,0.0673360406149641
"BEA'S ALTERATIONS",97.872589300246,102.144003119131,0.0673360406149641
"BEA'S ALTERATIONS",99.369326215203,101.487578801047,0.0397738277818449
"BEA'S ALTERATIONS",103.835497807599,101.445719917459,0.0158160082574628
"BEA'S ALTERATIONS",99.6376027482962,102.788091406993,0.0673360406149641
"BEA'S ALTERATIONS",102.288509095362,99.7752729222297,0.0268006742551336
"BEA'S ALTERATIONS",102.691703203825,102.745534000468,0.0268006742551336
"BEA'S ALTERATIONS",102.36477232127,103.128578016655,0.0311892812557363
"BEA'S ALTERATIONS",103.286658631124,101.350158018047,0.0325772131208232
"BEA'S ALTERATIONS",103.809735904409,103.507737136735,0.0196097200247629
"BEA'S ALTERATIONS",104.794476045897,100.724739659695,0.0353058135858551
"BEA'S ALTERATIONS",101.822325325435,102.20008699573,0.0311892812557363
"BEA'S ALTERATIONS",103.64403500084,103.655975483042,0.0460531364891589
"BEA'S ALTERATIONS",102.528466726853,102.023604867916,0.0325772131208232
"BEA'S ALTERATIONS",105.359435176107,101.373945216326,0.0196097200247629
"BEA'S ALTERATIONS",102.182022211739,102.5962978448,0.0281406171853034
"BEA'S ALTERATIONS",97.4179565847451,101.887259500217,0.0285488056720507
"BEA'S ALTERATIONS",99.6939713087362,103.727551750604,0
"BEA'S ALTERATIONS",104.658030058224,100.623412351287,0.0196097200247629
"BEA'S ALTERATIONS",101.654002278274,102.0137545953,0.0158160082574628
"BEA'S ALTERATIONS",101.408823400343,102.50757152029,0
"BEA'S ALTERATIONS",102.70841174035,102.87261745204,0.0268006742551336
"BEA'S ALTERATIONS",102.135891436065,103.045392141085,0.0205180532275738
"BEA'S ALTERATIONS",100.213460802878,102.083376287467,0.064804819158231
"BEA'S ALTERATIONS",103.719480838665,101.231533080136,0.0196097200247629
"BEA'S ALTERATIONS",101.960617687531,102.111756750493,0
"BEA'S ALTERATIONS",101.120803326468,100.511675346188,0.0281406171853034
"BEA'S ALTERATIONS",100.178372405705,103.690531027953,0.0155834261624284
"BEA'S ALTERATIONS",104.242971017174,102.173432153166,0.0196097200247629
"BRAZOS BRIM HAT BAR",103.260498752678,103.009477018101,0.0194787746793792
"BRAZOS BRIM HAT BAR",102.319339011383,101.468443337252,0.020517112897287
"BRAZOS BRIM HAT BAR",103.027308670423,103.020884744095,0
"BRAZOS BRIM HAT BAR",106.360131205299,102.277272469619,0.0253007411820204
"BRAZOS BRIM HAT BAR",105.96800552023,102.548430877448,0.0253007411820204
"BRAZOS BRIM HAT BAR",104.546878693014,103.716341498034,0
"BRAZOS BRIM HAT BAR",104.724886482168,101.206040581529,0.0194787746793792
"BRAZOS BRIM HAT BAR",106.978792903521,102.506906096934,0.0253007411820204
"BRAZOS BRIM HAT BAR",98.9639007373515,102.166046017647,0.052814756307401
"BRAZOS BRIM HAT BAR",103.44998441025,101.065365299148,0
"BRAZOS BRIM HAT BAR",102.233299844982,102.334505231799,0.0194787746793792
"BRAZOS BRIM HAT BAR",105.722807817878,104.560199686306,0.0253007411820204
"BRAZOS BRIM HAT BAR",106.489786595719,102.934011096059,0.0253007411820204
"BRAZOS BRIM HAT BAR",102.182245778476,103.601309242372,0.0303765930104001
"BRAZOS BRIM HAT BAR",103.074628121531,103.024964186502,0.0194787746793792
"BRAZOS BRIM HAT BAR",104.888052878148,100.93227768252,0.0194787746793792
"BRAZOS BRIM HAT BAR",102.798639771462,102.463166855909,0.0120909228514539
"BRAZOS BRIM HAT BAR",103.716643297211,102.485131972622,0.0194787746793792
"BRAZOS BRIM HAT BAR",101.546732349127,101.455510710363,0.0106443038306878
"BRAZOS BRIM HAT BAR",104.404837748041,101.941491626053,0.0330659648195852
"BRAZOS BRIM HAT BAR",100.673898783168,101.442403322353,0.00960942128590137
"BRAZOS BRIM HAT BAR",103.078923835154,101.909674824526,0.00960942128590137
"BRAZOS BRIM HAT BAR",103.87825291345,104.18253701431,0.00960942128590137
"BRAZOS BRIM HAT BAR",104.261328104681,102.751682923989,0
"BRAZOS BRIM HAT BAR",103.430276060016,103.728061103891,0.00960942128590137
"BRAZOS BRIM HAT BAR",103.618967970006,102.44722813266,0.00960942128590137
"BRAZOS BRIM HAT BAR",102.851484610406,101.669003338901,0.00960942128590137
"BRAZOS BRIM HAT BAR",102.174603292605,102.914528719419,0.00960942128590137
"BRAZOS BRIM HAT BAR",102.921817352257,102.272493226045,0.0194787746793792
"BRAZOS BRIM HAT BAR",104.414400082748,104.335543291115,0.0194787746793792
"BRAZOS BRIM HAT BAR",104.263510464586,101.858918033256,0.0194787746793792
"BRAZOS BRIM HAT BAR",106.388153111916,102.834887435723,0.0194787746793792
"BRAZOS BRIM HAT BAR",103.377377027273,101.62521395144,0.0194787746793792
"BRAZOS BRIM HAT BAR",103.732765140596,101.765566021024,0.0194787746793792
"BRAZOS BRIM HAT BAR",101.297268932667,101.863248971014,0.0265769206229804
"BRAZOS BRIM HAT BAR",102.762480370207,101.614418266762,0.0330659648195852
"BRAZOS BRIM HAT BAR",101.537573111489,103.445428614815,0.0330659648195852
"BRAZOS BRIM HAT BAR",100.788766976007,102.487954029493,0.0330659648195852
"BRAZOS BRIM HAT BAR",102.678773834425,103.463488315142,0.0330659648195852
"BRAZOS BRIM HAT BAR",102.496039739469,103.28802855832,0.0330659648195852
"BRAZOS BRIM HAT BAR",103.740353118218,103.190021853422,0.0330659648195852
"BRAZOS BRIM HAT BAR",101.511278226475,101.05593129638,0.00960942128590137
"BRAZOS BRIM HAT BAR",102.003768412985,100.891060880216,0.0106443038306878
"BRAZOS BRIM HAT BAR",104.578104567832,102.755455085049,0.0194787746793792
"BRAZOS BRIM HAT BAR",100.881767171667,101.682791863623,0.0106443038306878
"BRAZOS BRIM HAT BAR",104.983963984934,102.731813041185,0.0253007411820204
"BRAZOS BRIM HAT BAR",101.75804227714,102.844012330138,0.0246644581035115
"BRAZOS BRIM HAT BAR",102.503945528294,102.411688458242,0.0246644581035115
"BRAZOS BRIM HAT BAR",101.678888169212,103.095871914296,0
"BRAZOS BRIM HAT BAR",102.203230335878,103.187215177571,0
"BRAZOS BRIM HAT BAR",102.632452603497,101.929176153696,0
"BRAZOS BRIM HAT BAR",103.542578428575,102.206143923442,0
"BRAZOS BRIM HAT BAR",101.361993609651,102.13131380051,0.0197503554125033
"BRAZOS BRIM HAT BAR",104.851154545319,102.188289064788,0.0303765930104001
"BRAZOS BRIM HAT BAR",103.995195078637,103.799112034533,0.0330659648195852
"BRAZOS BRIM HAT BAR",103.170328120126,101.445767885749,0.0330659648195852
"BRAZOS BRIM HAT BAR",100.700434320457,103.000039075517,0.0330659648195852
"BRAZOS BRIM HAT BAR",102.560150264694,102.305686763214,0.0330659648195852
"BRAZOS BRIM HAT BAR",102.813946637263,103.371060178129,0.0330659648195852
"BRAZOS BRIM HAT BAR",102.594565392162,103.060616854134,0.0330659648195852
"BRAZOS BRIM HAT BAR",102.585002794663,100.921815293121,0.0330659648195852
"BRAZOS BRIM HAT BAR",101.696433525532,101.4606066487,0.0330659648195852
"BRAZOS BRIM HAT BAR",103.421705591731,102.110824503914,0.0330659648195852
"BRAZOS BRIM HAT BAR",102.783298198463,104.564665924081,0.0330659648195852
"BRAZOS BRIM HAT BAR",99.5743330135725,102.645020285899,0.0622108435694269
"BRAZOS BRIM HAT BAR",97.4347297209862,102.98817792166,0.0622108435694269
"BRAZOS BRIM HAT BAR",102.573860779574,103.639032826866,0.0330659648195852
"BRAZOS BRIM HAT BAR",100.654444011866,102.439991366667,0.0367838692767611
"BRAZOS BRIM HAT BAR",102.144344580418,101.671464325479,0.0330659648195852
"BRAZOS BRIM HAT BAR",101.867745143714,102.34584691425,0
"BRAZOS BRIM HAT BAR",102.899905519457,100.625640208185,0
"BRAZOS BRIM HAT BAR",107.866971561417,102.801165881075,0.0253007411820204
"BRAZOS BRIM HAT BAR",105.670965802267,101.699333879033,0.0253007411820204
"BRAZOS BRIM HAT BAR",106.697021221167,102.341331527063,0.0253007411820204
"BRAZOS BRIM HAT BAR",97.8411663870007,102.004553503308,0.0847260726620212
"BRAZOS BRIM HAT BAR",97.9299525033399,103.58212587329,0.0847260726620212
"BRAZOS BRIM HAT BAR",96.4845458523969,101.724621767859,0.0847260726620212
"BRAZOS BRIM HAT BAR",103.155555601346,101.715475266823,0.0194787746793792
"BRAZOS BRIM HAT BAR",104.018203286017,102.128206226553,0.0194787746793792
"BRAZOS BRIM HAT BAR",100.690516306342,103.349444124447,0.0106443038306878
"BRAZOS BRIM HAT BAR",101.473157137357,103.796764934573,0.0106443038306878
"BRAZOS BRIM HAT BAR",102.754945907161,102.750680648468,0.0330659648195852
"BRAZOS BRIM HAT BAR",101.4825388848,103.135988722959,0.0197503554125033
"BRAZOS BRIM HAT BAR",101.357972133362,103.471870967081,0.0197503554125033
"BRAZOS BRIM HAT BAR",102.327925164544,102.477996276662,0.00960942128590137
"BRAZOS BRIM HAT BAR",103.205819257554,102.129957959941,0.0330659648195852
"BRAZOS BRIM HAT BAR",102.51498492154,103.118489988288,0
"BRAZOS BRIM HAT BAR",98.1880940202362,102.568108548213,0.0622108435694269
"BRAZOS BRIM HAT BAR",106.96315619442,101.680463117936,0.0253007411820204
"BRAZOS BRIM HAT BAR",107.120263493281,102.031393070659,0.0253007411820204
"BRAZOS BRIM HAT BAR",106.792009362268,102.212355317136,0.0253007411820204
"BRAZOS BRIM HAT BAR",105.508390444385,101.70539883966,0.0194787746793792
"BRAZOS BRIM HAT BAR",100.88915890784,104.332739071311,0.00960942128590137
"BRAZOS BRIM HAT BAR",103.431775014743,103.60936742668,0
"BRAZOS BRIM HAT BAR",101.794058988095,102.545026825764,0.0246644581035115
"BRAZOS BRIM HAT BAR",98.2001130450819,102.858521225341,0.0622108435694269
"BRAZOS BRIM HAT BAR",97.2334789139531,103.034588680299,0.0622108435694269
"BRAZOS BRIM HAT BAR",99.1321499085673,102.142034356595,0.0241450503089132
